Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL,Latitude,Longitude
2014.MMP00110,2014.MMP00110,Incident,North America,12/06/2014,2014,June,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.84452, -111.86507",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.84452,-111.86507
2014.MMP00111,2014.MMP00111,Incident,North America,13/06/2014,2014,June,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.14323, -112.58124",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.14323,-112.58124
2014.MMP00112,2014.MMP00112,Incident,North America,14/06/2014,2014,June,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.78543, -111.86321",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.78543,-111.86321
2014.MMP00113,2014.MMP00113,Incident,North America,14/06/2014,2014,June,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.49908, -111.40091",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.49908,-111.40091
2014.MMP00119,2014.MMP00119,Incident,North America,16/06/2014,2014,June,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"La India Ranch, Brooks County, Texas, USA","Operation Identificatio, U. of Texas","27.15310333, -98",Northern America,,5,,27.15310333,-98
2014.MMP00122,2014.MMP00122,Incident,North America,18/06/2014,2014,June,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.16403, -111.71384",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.16403,-111.71384
2014.MMP00124,2014.MMP00124,Incident,North America,19/06/2014,2014,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.17175, -111.20567",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.17175,-111.20567
2014.MMP00125,2014.MMP00125,Incident,North America,19/06/2014,2014,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.4275, -111.64305",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.4275,-111.64305
2014.MMP00126,2014.MMP00126,Incident,North America,25/06/2014,2014,June,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.49936, -112.21016",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.49936,-112.21016
2014.MMP00128,2014.MMP00128,Incident,North America,28/06/2014,2014,June,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.39289, -111.00497",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.39289,-111.00497
2014.MMP00132,2014.MMP00132,Incident,North America,01/07/2014,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6739, -111.84799",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.6739,-111.84799
2014.MMP00133,2014.MMP00133,Incident,North America,02/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.629327, -111.78697",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.629327,-111.78697
2014.MMP00134,2014.MMP00134,Incident,North America,02/07/2014,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.375917, -112",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.375917,-112
2014.MMP00136,2014.MMP00136,Incident,North America,05/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.081967, -113",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.081967,-113
2014.MMP00138,2014.MMP00138,Incident,Central America,07/07/2014,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"Coatzacoalcos, Veracruz, Mexico",Noticias de Mexico,"18.130861, -95",Central America,Hallen Cuerpo destrozado de migrante en la via del tren de Coatzacoalcos,1,http://bit.ly/1TKFKxF,18.130861,-95
2014.MMP00139,2014.MMP00139,Incident,North America,07/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.316, -112",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.316,-112
2014.MMP00140,2014.MMP00140,Incident,North America,10/07/2014,2014,July,1,,1,,,,,Central America,Mixed/ Unknown,El Salvador,US-Mexico border crossing,"Barrosa Pasture, King Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.92635612, -97.709747",Northern America,,5,,26.92635612,-97.709747
2014.MMP00142,2014.MMP00142,Incident,North America,12/07/2014,2014,July,1,,1,,,,,Central America,Mixed/ Unknown,El Salvador,US-Mexico border crossing,"Singer Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99857326, -98.18627898",Northern America,,5,,26.99857326,-98.18627898
2014.MMP00144,2014.MMP00144,Incident,North America,13/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.62332, -112",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.62332,-112
2014.MMP00145,2014.MMP00145,Incident,North America,14/07/2014,2014,July,1,,1,,,,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.99000755, -98",Northern America,,5,,26.99000755,-98
2014.MMP00150,2014.MMP00150,Incident,North America,17/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03617, -113.00065",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.03617,-113.00065
2014.MMP00151,2014.MMP00151,Incident,North America,18/07/2014,2014,July,1,,1,,,,,Central America,Mixed/ Unknown,Guatemala,US-Mexico border crossing,"Cage Ranch, Brooks County, Texas, USA","Operation Identification, University of Texas","26.95573817, -98",Northern America,,5,,26.95573817,-98
2014.MMP00158,2014.MMP00158,Incident,North America,24/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.651, -111.6385",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.651,-111.6385
2014.MMP00159,2014.MMP00159,Incident,North America,26/07/2014,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.37387, -113.14252",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.37387,-113.14252
2014.MMP00160,2014.MMP00160,Incident,North America,27/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.532056, -111.533472",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.532056,-111.533472
2014.MMP00163,2014.MMP00163,Incident,North America,30/07/2014,2014,July,1,,1,,,1,1,Central America,Accidental Death,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.6488, -110.697817",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.6488,-110.697817
2014.MMP00164,2014.MMP00164,Incident,North America,30/07/2014,2014,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.83222, -112.05419",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.83222,-112.05419
2014.MMP00165,2014.MMP00165,Incident,North America,31/07/2014,2014,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.949573, -112.871417",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.949573,-112.871417
2014.MMP00168,2014.MMP00168,Incident,Central America,01/08/2014,2014,August,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"Acatlan de Perez Figueroa, Oaxaca, Mexico",Imagen del Golfo,"18.539117, -96.606006",Central America,Localizan cadaver de un migrante envias ferreas de Las Prietas; fue arrollado por el tren,1,http://bit.ly/1SMpddB,18.539117,-96.606006
2014.MMP00169,2014.MMP00169,Incident,North America,01/08/2014,2014,August,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.26839, -111.4741",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.26839,-111.4741
2014.MMP00171,2014.MMP00171,Incident,North America,04/08/2014,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.04927, -111.56971",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.04927,-111.56971
2014.MMP00172,2014.MMP00172,Incident,North America,05/08/2014,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.54141, -111.526",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.54141,-111.526
2014.MMP00173,2014.MMP00173,Incident,North America,05/08/2014,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.197083, -113.05333",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.197083,-113.05333
2014.MMP00174,2014.MMP00174,Incident,North America,05/08/2014,2014,August,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.685017, -111.997183",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.685017,-111.997183
2014.MMP00176,2014.MMP00176,Incident,North America,18/08/2014,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.63525, -111.78028",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.63525,-111.78028
2014.MMP00177,2014.MMP00177,Incident,North America,21/08/2014,2014,August,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.489567, -111.461233",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,31.489567,-111.461233
2014.MMP00180,2014.MMP00180,Incident,Caribbean,24/08/2014,2014,August,4,5,9,,,4,,Caribbean,Drowning,Cuba,Caribbean to US,"20 miles east of Hollywood Beach, Florida",Washington Times,"25.8709, -80",Caribbean,Coast Guard IDs 4 men found dead as Cuban migrants,1,http://bit.ly/1ujqpZw,25.8709,-80
2014.MMP00183,2014.MMP00183,Incident,Caribbean,25/08/2014,2014,August,1,0,1,19,1,,,Caribbean,Drowning,Haiti,Caribbean to US,"Hillsboro Beach, Florida",Miami Herald ,"26.2937, -80",Caribbean,"20 migrants come ashore at Hillsboro Beach; 1 dead, another sent to hospital",1,http://hrld.us/VLRkz8,26.2937,-80
2014.MMP00184,2014.MMP00184,Incident,North America,22/08/2014,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.03905, -112.12708",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.03905,-112.12708
2014.MMP00185,2014.MMP00185,Incident,North America,25/08/2014,2014,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.299867, -111.47552",Northern America,Undocumented Border Crossers 01/01/2014-08/29/2018,5,,32.299867,-111.47552
